date,nifty_price_close
2024-09-17,52188.6484375
2024-09-18,52750.3984375
2024-09-19,53037.6015625
2024-09-20,53793.19921875
2024-09-23,54105.80078125
2024-09-24,53968.6015625
2024-09-25,54101.6484375
2024-09-26,54375.3515625
2024-09-27,53834.30078125
2024-09-30,52978.1015625
2024-10-01,52922.6015625
2024-10-03,51845.19921875
2024-10-04,51462.05078125
2024-10-07,50478.8984375
2024-10-08,51021.0
2024-10-09,51007.0
2024-10-10,51530.8984375
2024-10-11,51172.30078125
2024-10-14,51816.8984375
2024-10-15,51906.0
2024-10-16,51801.05078125
2024-10-17,51288.80078125
2024-10-18,52094.19921875
2024-10-21,51962.69921875
2024-10-22,51257.1484375
2024-10-23,51239.0
2024-10-24,51531.1484375
2024-10-25,50787.44921875
2024-10-28,51259.30078125
2024-10-29,52320.69921875
2024-10-30,51807.5
2024-10-31,51475.3515625
2024-11-01,51673.8984375
2024-11-04,51215.25
2024-11-05,52207.25
2024-11-06,52317.3984375
2024-11-07,51916.5
2024-11-08,51561.19921875
2024-11-11,51876.75
2024-11-12,51157.80078125
2024-11-13,50088.3515625
2024-11-14,50179.55078125
2024-11-18,50363.80078125
2024-11-19,50626.5
2024-11-21,50372.8984375
2024-11-22,51135.3984375
2024-11-25,52207.5
2024-11-26,52191.5
2024-11-27,52301.80078125
2024-11-28,51906.8515625
2024-11-29,52055.6015625
2024-12-02,52109.0
2024-12-03,52695.75
2024-12-04,53266.8984375
2024-12-05,53603.55078125
2024-12-06,53509.5
2024-12-09,53407.75
2024-12-10,53577.69921875
2024-12-11,53391.3515625
2024-12-12,53216.44921875
2024-12-13,53583.80078125
2024-12-16,53581.3515625
2024-12-17,52834.80078125
2024-12-18,52139.55078125
2024-12-19,51575.69921875
2024-12-20,50759.19921875
2024-12-23,51317.6015625
2024-12-24,51233.0
2024-12-26,51170.69921875
2024-12-27,51311.30078125
2024-12-30,50952.75
2024-12-31,50860.19921875
2025-01-01,51060.6015625
2025-01-02,51605.55078125
2025-01-03,50988.80078125
2025-01-06,49922.0
2025-01-07,50202.1484375
2025-01-08,49835.05078125
2025-01-09,49503.5
2025-01-10,48734.1484375
2025-01-13,48041.25
2025-01-14,48729.1484375
2025-01-15,48751.69921875
2025-01-16,49278.69921875
2025-01-17,48540.6015625
2025-01-20,49350.80078125
2025-01-21,48570.8984375
2025-01-22,48724.3984375
2025-01-23,48589.0
2025-01-24,48367.80078125
2025-01-27,48064.6484375
2025-01-28,48866.8515625
2025-01-29,49165.94921875
2025-01-30,49311.94921875
2025-01-31,49587.19921875
2025-02-03,49210.55078125
2025-02-04,50157.94921875
2025-02-05,50343.05078125
2025-02-06,50382.1015625
2025-02-07,50158.8515625
2025-02-10,49981.0
2025-02-11,49403.3984375
2025-02-12,49479.44921875
2025-02-13,49359.8515625
2025-02-14,49099.44921875
2025-02-17,49258.8984375
2025-02-18,49087.30078125
2025-02-19,49570.1015625
2025-02-20,49334.55078125
2025-02-21,48981.19921875
2025-02-24,48651.94921875
2025-02-25,48608.3515625
2025-02-27,48743.80078125
2025-02-28,48344.69921875
2025-03-03,48114.30078125
2025-03-04,48245.19921875
2025-03-05,48489.94921875
2025-03-06,48627.69921875
2025-03-07,48497.5
2025-03-10,48216.80078125
2025-03-11,47853.94921875
2025-03-12,48056.6484375
2025-03-13,48060.3984375
2025-03-17,48354.1484375
2025-03-18,49314.5
2025-03-19,49702.6015625
2025-03-20,50062.8515625
2025-03-21,50593.55078125
2025-03-24,51704.94921875
2025-03-25,51607.94921875
2025-03-26,51209.0
2025-03-27,51575.8515625
2025-03-28,51564.8515625
2025-04-01,50827.5
2025-04-02,51348.05078125
2025-04-03,51597.3515625
2025-04-04,51502.69921875
2025-04-07,49860.1015625
2025-04-08,50511.0
2025-04-09,50240.1484375
2025-04-11,51002.3515625
2025-04-15,52379.5
2025-04-16,53117.75
2025-04-17,54290.19921875
2025-04-21,55304.5
2025-04-22,55647.19921875
2025-04-23,55370.05078125
2025-04-24,55201.3984375
2025-04-25,54664.05078125
2025-04-28,55432.80078125
2025-04-29,55391.25
2025-04-30,55087.1484375
2025-05-02,55115.3515625
2025-05-05,54919.5
2025-05-06,54271.3984375
2025-05-07,54610.8984375
2025-05-08,54365.6484375
2025-05-09,53595.25
2025-05-12,55382.8515625
2025-05-13,54940.8515625
2025-05-14,54801.30078125
2025-05-15,55355.6015625
2025-05-16,55354.8984375
2025-05-19,55420.69921875
2025-05-20,54877.3515625
2025-05-21,55075.1015625
2025-05-22,54941.30078125
2025-05-23,55398.25
2025-05-26,55572.0
2025-05-27,55352.80078125
2025-05-28,55417.0
2025-05-29,55546.05078125
2025-05-30,55749.69921875
2025-06-02,55903.3984375
2025-06-03,55599.94921875
2025-06-04,55676.8515625
2025-06-05,55760.8515625
2025-06-06,56578.3984375
2025-06-09,56839.6015625
2025-06-10,56629.1015625
2025-06-11,56459.75
2025-06-12,56082.55078125
2025-06-13,55527.3515625
2025-06-16,55944.8984375
2025-06-17,55714.1484375
2025-06-18,55828.75
2025-06-19,55577.44921875
2025-06-20,56252.8515625
2025-06-23,56059.3515625
2025-06-24,56461.8984375
2025-06-25,56621.1484375
2025-06-26,57206.69921875
2025-06-27,57443.8984375
2025-06-30,57312.75
2025-07-01,57459.44921875
2025-07-02,56999.19921875
2025-07-03,56791.94921875
2025-07-04,57031.8984375
2025-07-07,56949.19921875
2025-07-08,57256.30078125
2025-07-09,57213.55078125
2025-07-10,56956.0
2025-07-11,56754.69921875
2025-07-14,56765.3515625
2025-07-15,57006.6484375
2025-07-16,57168.94921875
2025-07-17,56828.80078125
2025-07-18,56283.0
2025-07-21,56952.75
2025-07-22,56756.0
2025-07-23,57210.44921875
2025-07-24,57066.05078125
2025-07-25,56528.8984375
2025-07-28,56084.8984375
2025-07-29,56222.0
2025-07-30,56150.69921875
2025-07-31,55961.94921875
2025-08-01,55617.6015625
2025-08-04,55619.3515625
2025-08-05,55360.25
2025-08-06,55411.1484375
2025-08-07,55521.1484375
2025-08-08,55004.8984375
2025-08-11,55510.75
2025-08-12,55043.69921875
2025-08-13,55181.44921875
2025-08-14,55341.8515625
2025-08-18,55734.8984375
2025-08-19,55865.1484375
2025-08-20,55698.5
2025-08-21,55755.44921875
2025-08-22,55149.3984375
2025-08-25,55139.30078125
2025-08-26,54450.44921875
2025-08-28,53820.3515625
2025-08-29,53655.6484375
2025-09-01,54002.44921875
2025-09-02,53661.0
2025-09-03,54067.55078125
2025-09-04,54075.44921875
2025-09-05,54114.55078125
2025-09-08,54186.8984375
2025-09-09,54216.1015625
2025-09-10,54536.0
2025-09-11,54669.6015625
2025-09-12,54809.30078125
2025-09-15,54887.8515625
2025-09-16,55147.6015625
2025-09-17,55493.30078125
2025-09-18,55727.44921875
2025-09-19,55458.8515625
2025-09-22,55284.75
2025-09-23,55509.75
2025-09-24,55121.5
2025-09-25,54976.19921875
2025-09-26,54389.3515625
2025-09-29,54461.0
2025-09-30,54635.8515625
2025-10-01,55347.94921875
2025-10-03,55589.25
2025-10-06,56104.8515625
2025-10-07,56239.3515625
2025-10-08,56018.25
2025-10-09,56192.05078125
2025-10-10,56609.75
2025-10-13,56625.0
2025-10-14,56496.44921875
2025-10-15,56799.8984375
2025-10-16,57422.55078125
2025-10-17,57713.3515625
2025-10-20,58033.19921875
2025-10-21,58007.19921875
2025-10-23,58078.05078125
2025-10-24,57699.6015625
2025-10-27,58114.25
2025-10-28,58214.1015625
2025-10-29,58385.25
2025-10-30,58031.1015625
2025-10-31,57776.3515625
2025-11-03,58101.44921875
2025-11-04,57827.05078125
2025-11-06,57554.25
2025-11-07,57876.80078125
2025-11-10,57937.55078125
2025-11-11,58138.1484375
2025-11-12,58274.6484375
2025-11-13,58381.94921875
2025-11-14,58517.55078125
2025-11-17,58962.69921875
2025-11-18,58899.25
2025-11-19,59216.05078125
2025-11-20,59347.69921875
2025-11-21,58867.69921875
2025-11-24,58835.3515625
2025-11-25,58820.30078125
2025-11-26,59528.05078125
2025-11-27,59737.30078125
2025-11-28,59752.69921875
2025-12-01,59681.3515625
2025-12-02,59273.80078125
2025-12-03,59348.25
2025-12-04,59288.69921875
2025-12-05,59777.19921875
2025-12-08,59238.55078125
2025-12-09,59222.3515625
2025-12-10,58960.3984375
2025-12-11,59209.8515625
2025-12-12,59389.94921875
2025-12-15,59461.80078125
2025-12-16,59034.6015625
2025-12-17,58926.75
2025-12-18,58912.8515625
2025-12-19,59069.19921875
2025-12-22,59304.0
2025-12-23,59299.55078125
2025-12-24,59183.6015625
2025-12-26,59011.3515625
2025-12-29,58932.3515625
2025-12-30,59171.25
2025-12-31,59581.8515625
2026-01-01,59711.55078125
2026-01-02,60150.94921875
2026-01-05,60044.19921875
2026-01-06,60118.3984375
2026-01-07,59990.8515625
2026-01-08,59686.5
2026-01-09,59251.55078125
2026-01-12,59450.5
2026-01-13,59578.80078125
2026-01-14,59580.1484375
2026-01-16,60095.1484375
2026-01-19,59891.3515625
2026-01-20,59404.19921875
2026-01-21,58800.30078125
2026-01-22,59200.1015625
2026-01-23,58473.1015625
2026-01-27,59205.44921875
2026-01-28,59598.80078125
2026-01-29,59957.8515625
2026-01-30,59610.44921875
2026-02-02,58619.0
2026-02-03,60041.30078125
2026-02-04,60238.1484375
2026-02-05,60063.6484375
2026-02-06,60120.55078125
2026-02-09,60669.3515625
2026-02-10,60626.3984375
2026-02-11,60745.3515625
2026-02-12,60739.75
2026-02-13,60186.6484375
2026-02-16,60949.1015625
2026-02-17,61174.0
2026-02-18,61550.80078125
2026-02-19,60739.55078125
2026-02-20,61172.0
2026-02-23,61264.25
2026-02-24,61047.30078125
2026-02-25,61043.3515625
2026-02-26,61187.69921875
2026-02-27,60529.0
2026-03-02,59839.6484375
2026-03-04,58755.25
2026-03-05,59055.8515625
2026-03-06,57783.25
2026-03-09,56019.80078125
2026-03-10,56950.80078125
2026-03-11,55735.75
2026-03-12,55100.94921875
2026-03-13,53757.8515625
2026-03-16,54413.3984375
2026-03-17,54876.0
2026-03-18,55326.05078125
2026-03-19,53451.0
2026-03-20,53427.05078125
2026-03-23,51437.75
2026-03-24,52605.6484375
2026-03-25,53708.1015625
2026-03-27,52274.6015625
2026-03-30,50275.3515625
2026-04-01,51448.6484375
2026-04-02,51548.75
2026-04-06,52609.1015625
2026-04-07,52716.25
2026-04-08,55703.8984375
2026-04-09,54821.69921875
2026-04-10,55912.75
2026-04-13,55605.05078125
2026-04-15,56301.94921875
2026-04-16,56086.3984375
2026-04-17,56565.69921875
2026-04-20,56582.3515625
2026-04-21,57371.44921875
2026-04-22,57124.44921875
2026-04-23,56305.0
